"Kods","RegNr","Regions","Nosaukums","Adrese","Epasts","Talrunis","DirektoraVards","DirektoraUzvards","Plusma","Izglitojamie","Urbanizacija"
161214,"4412900116","Vidzemes reģions","Mārcienas pamatskola","MEŽA IELA 23, MĀRCIENA, MĀRCIENAS PAGASTS, MADONAS NOVADS, LV-4852","marcienasskola@inbox.lv","64860466","ALDONA","GUDRĪTE","Latviešu",35,"lauki"
161215,"4412900113","Vidzemes reģions","Murmastienes pamatskola","RĒZEKNES IELA 1, MURMASTIENE, MURMASTIENES PAGASTS, VARAKĻĀNU NOVADS, LV-4835","skmur@inbox.lv","64821214",,,"Latviešu",42,"lauki"
161216,"4412900115","Vidzemes reģions","Meirānu Kalpaka pamatskola","MEIRĀNI, INDRĀNU PAGASTS, LUBĀNAS NOVADS, LV-4826","meirani1@inbox.lv","64829636","LANA","KUNCE","Latviešu",36,"lauki"
161217,"4412900114","Vidzemes reģions","Mētrienas pamatskola","MĒTRIENA, MĒTRIENAS PAGASTS, MADONAS NOVADS, LV-4865","metrien@e-apollo.lv","64820015 64820014","DIĀNA","RUDZĪTE","Latviešu",37,"lauki"
161219,"4412900111","Vidzemes reģions","Praulienas pamatskola","Pilsdārzi, PRAULIENA, PRAULIENAS PAGASTS, MADONAS NOVADS, LV-4825","praulienasskola@inbox.lv","64807112 64860603","TAMĀRA","MISIŅA","Latviešu",96,"lauki"
161220,"4412900109","Vidzemes reģions","Jāņa Zālīša Sausnējas pamatskola","Rīti, SAUSNĒJA, SAUSNĒJAS PAGASTS, ĒRGĻU NOVADS, LV-4841","sausnsk1@inbox.lv","64829965","ANDRIS","DOMBROVSKIS","Latviešu",44,"lauki"
161222,"4412900108","Vidzemes reģions","Varakļānu novada pašvaldības Stirnienes pamatskola","Stirnienes muiža , STIRNIENE, VARAKĻĀNU PAGASTS, VARAKĻĀNU NOVADS, LV-4837","stirniene@inbox.lv","29623297","RITA","PELŠA","Latviešu",25,"lauki"
161223,"4412900106","Vidzemes reģions","Vestienas pamatskola","Vestienas muiža, VESTIENAS PAGASTS, MADONAS NOVADS, LV-4855","vestienassk@inbox.lv","64871850, 64871849","VERA","GUTĀNE","Latviešu",48,"lauki"
161224,"4412900122","Vidzemes reģions","Kalsnavas pamatskola","VESETAS IELA 6, JAUNKALSNAVA, KALSNAVAS PAGASTS, MADONAS NOVADS, LV-4860","kalsnsk@inbox.lv","64807639, 64807640","GUNTA","LAPSA","Latviešu",134,"lauki"
161281,"4412802815","Vidzemes reģions","Kristiāna Dāvida pamatskola","KALNA SKOLA, BARKAVAS PAGASTS, MADONAS NOVADS, LV-4834","ch.davidschool@gmail.com","26557988","ASTRĪDA","VĀVERE","Latviešu",25,"lauki"
161301,"4413900133","Vidzemes reģions","Cesvaines vidusskola","MADONAS IELA 1, CESVAINE, CESVAINES NOVADS, LV-4871","cvsk@cesvaine.lv","64852231","DIDZIS","BAUNIS","Latviešu",281,"pilseta"
161302,"4413900131","Vidzemes reģions","Ērgļu vidusskola","OŠKALNA IELA 6, ĒRGĻI, ĒRGĻU PAGASTS, ĒRGĻU NOVADS, LV-4840","ergvsk@latnet.lv","64871292","INESE","ŠAUDIŅA","Latviešu",237,"lauki"
161303,"4413902416","Vidzemes reģions","Madonas pilsētas 1. vidusskola","VALDEMĀRA BULVĀRIS 6, MADONA, MADONAS NOVADS, LV-4801","mv1@madona.lv","64807547, 64807546","INESE","STRODE","Latviešu",698,"pilseta"
161304,"4413900132","Vidzemes reģions","Madonas pilsētas 2. vidusskola","SKOLAS IELA 10, MADONA, MADONAS NOVADS, LV-4801","madvidusskola2@inbox.lv","64860135","VALENTĪNS","RAKSTIŅŠ","Latviešu",364,"pilseta"
161305,"4413900130","Vidzemes reģions","Lubānas vidusskola","KRASTA IELA 6, LUBĀNA, LUBĀNAS NOVADS, LV-4830","lubana.skola@lubana.lv","64860863","IVETA","PEILĀNE","Latviešu",177,"pilseta"
161306,"4413900128","Vidzemes reģions","Varakļānu vidusskola","JAUNATNES IELA 2, VARAKĻĀNI, VARAKĻĀNU NOVADS, LV-4838","varaklanuvsk@gmail.com","64807085","JURIS","DALECKIS","Latviešu",247,"pilseta"
161307,"4413900129","Vidzemes reģions","Andreja Eglīša Ļaudonas vidusskola","SKOLAS IELA 2, ĻAUDONA, ĻAUDONAS PAGASTS, MADONAS NOVADS, LV-4862","laudonassk@inbox.lv","64848360","GUNTIS","LAZDA","Latviešu",176,"lauki"
161308,"4419902408","Vidzemes reģions","Madonas Valsts ģimnāzija","VALDEMĀRA BULVĀRIS 2a, MADONA, MADONAS NOVADS, LV-4801","mvg@madona.lv","64807648","VANDA","MADERNIECE","Latviešu",249,"pilseta"
161401,"4414900127","Vidzemes reģions","Madonas Vakara un neklātienes vidusskola","VALDEMĀRA BULVĀRIS 6, MADONA, MADONAS NOVADS, LV-4801","vakarskola@madona.lv","64822049","VARVARA","MAKSIMČIKA","Latviešu",96,"pilseta"
162201,"4422900104","Vidzemes reģions","Dzelzavas internātpamatskola","KĻAVU IELA 2, DZELZAVA, DZELZAVAS PAGASTS, MADONAS NOVADS, LV-4873","anita.sk@madona.lv","64852049","ANITA","DADZE","Latviešu",50,"lauki"
241101,"4411902496","Vidzemes reģions","Smiltenes Trīs pakalnu sākumskola","RĪGAS IELA 16c, SMILTENE, SMILTENES NOVADS, LV-4729","s3pp@smiltene.lv","64774415","INESE","RAISKUMA","Latviešu",260,"pilseta"
241102,"4411901211","Vidzemes reģions","Launkalnes sākumskola","LAUNKALNE, LAUNKALNES PAGASTS, SMILTENES NOVADS, LV-4718","launkalnesk@inbox.lv","64720140, 28370764","INĀRA","GRUNDĀNE","Latviešu",18,"lauki"
241204,"4412901216","Vidzemes reģions","Bilskas pamatskola","BILSKA, BILSKAS PAGASTS, SMILTENES NOVADS, LV-4706","bilskask@inbox.lv","64773110","MĀRĪTE","JANSONE","Latviešu",59,"lauki"
241206,"4412901209","Vidzemes reģions","Blomes pamatskola","CĒSU IELA 13, BLOME, BLOMES PAGASTS, SMILTENES NOVADS, LV-4707","blomesk@inbox.lv","64774535","GUNTRA","DŪLE","Latviešu",90,"lauki"
241208,"4412901220","Vidzemes reģions","Ērģemes pamatskola","ĒRĢEME, ĒRĢEMES PAGASTS, VALKAS NOVADS, LV-4711","ergeme.skola@valka.lv","64725338,  64725349","OLITA","ŠAUJA","Latviešu",49,"lauki"
241209,"4412901320","Vidzemes reģions","Ēveles pamatskola","ĒVELE, ĒVELES PAGASTS, BURTNIEKU NOVADS, LV-4712","eveles.pamatskola@burtniekunovads.lv","25467555","ILZE","CARA","Latviešu",44,"lauki"
241210,"4412901221","Vidzemes reģions","Grundzāles pamatskola","TILTA IELA 6, GRUNDZĀLE, GRUNDZĀLES PAGASTS, SMILTENES NOVADS, LV-4713","grundzalesk@tvnet.lv","64728554 ,  25450797","VALDA","ELSTIŅA","Latviešu",77,"lauki"
241211,"4412901217","Vidzemes reģions","Kārķu pamatskola","KĀRĶI, KĀRĶU PAGASTS, VALKAS NOVADS, LV-4716","karki.skola@valka.lv","64728148, 26425031","IEVA","CĪRULE","Latviešu",46,"lauki"
241213,"4412901219","Vidzemes reģions","Variņu pamatskola","VARIŅI, VARIŅU PAGASTS, SMILTENES NOVADS, LV-4726","kempi@hawk.lv","64722316",,,"Latviešu",64,"lauki"
241214,"4412901069","Vidzemes reģions","Ozolu pamatskola","ZVĀRTAVAS PAGASTS, VALKAS NOVADS, LV-4735","ozoli.skola@valka.lv","64728459, 26424506","LIGITA","ZIEMIŅA","Latviešu",35,"lauki"
241215,"4412901218","Vidzemes reģions","Palsmanes pamatskola","PALSMANE, PALSMANES PAGASTS, SMILTENES NOVADS, LV-4724","palsmanes_pamatskola@inbox.lv","64773174","DACE","PĒRLE","Latviešu",108,"lauki"
241216,"4412901204","Vidzemes reģions","Trikātas pamatskola","Gaismaskalns, TRIKĀTA, TRIKĀTAS PAGASTS, BEVERĪNAS NOVADS, LV-4731","trikataspamatskola@inbox.lv","64729203","INGA","BOŠKINA","Latviešu",87,"lauki"
241217,"4412901210","Vidzemes reģions","Vijciema pamatskola","DRUVAS, VIJCIEMS, VIJCIEMA PAGASTS, VALKAS NOVADS, LV-4733","vijciems.skola@valka.lv","64728179,, 28346590","AĪDA","VĪTOLA","Latviešu",51,"lauki"
241220,"4412902396","Vidzemes reģions","Valkas pamatskola","AUSEKĻA IELA 5, VALKA, VALKAS NOVADS, LV-4701","valka.pamatskola@valka.lv","64707508, 26443050","NADEŽDA","MOŽAROVA","Latviešu",382,"pilseta"
241301,"4416902397","Vidzemes reģions","Valkas ģimnāzija","RAIŅA IELA 28A, VALKA, VALKAS NOVADS, LV-4701","valkas.gimnazija@valka.lv","64707271","LILITA","KREICBERGA","Latviešu",208,"pilseta"
241304,"4416901205","Vidzemes reģions","Smiltenes ģimnāzija","DAKTERU IELA 27, SMILTENE, SMILTENES NOVADS, LV-4729","smigi@lu.lv","64707515","VELGA","MĀLKALNE","Latviešu",204,"pilseta"
241305,"4413902791","Vidzemes reģions","Strenču novada vidusskola","RĪGAS IELA 13, STRENČI, STRENČU NOVADS, LV-4730","str_vsk@latnet.lv, vidusskola@strencunovads.lv","64715635, 64715636","DACE","GAIGALA","LK",222,"pilseta"
241306,"4413900897","Vidzemes reģions","Smiltenes Centra vidusskola","DĀRZA IELA 17, SMILTENE, SMILTENES NOVADS, LV-4729","scv@inbox.lv","64772857","ILZE","VERGINA","Latviešu",401,"pilseta"
242201,"4422900893","Vidzemes reģions","Palsmanes internātpamatskola","PALSMANE, PALSMANES PAGASTS, SMILTENES NOVADS, LV-4724","palsmanesp@hawk.lv","64773863, 64773635","INGA","AUGA","Latviešu",57,"lauki"
251107,"4411900650","Vidzemes reģions","Brenguļu sākumskola","Avotkalni, BRENGUĻU PAGASTS, BEVERĪNAS NOVADS, LV-4245","brengulusakumskola@e-apollo.lv","64233437","SANDRA","KAUFMANE","Latviešu",26,"lauki"
251110,"4411902431","Vidzemes reģions","Ramatas sākumskola","Pūcītes, RAMATA, RAMATAS PAGASTS, MAZSALACAS NOVADS, LV-4216","ramatasskola@inbox.lv","64230584","IVETA","KAUŽĒNA","Latviešu",25,"lauki"
251203,"4412900648","Vidzemes reģions","Jura Neikena Dikļu pamatskola","DIKĻI, DIKĻU PAGASTS, KOCĒNU NOVADS, LV-4223","diklu.pamatskola@kocenunovads.lv","64231840","LĀSMA","ŽAGOTA","Latviešu",81,"lauki"
251204,"4412902792","Vidzemes reģions","Jaunburtnieku pamatskola","BĒRZAINES PAGASTS, KOCĒNU NOVADS, LV-4208","jaunburtnieku.pamatskola@kocenunovads.lv","64234358","SARMĪTE","FREIMANE","Latviešu",74,"lauki"
251206,"4412900640","Vidzemes reģions","J.Endzelīna Kauguru pamatskola","KAUGURI, KAUGURU PAGASTS, BEVERĪNAS NOVADS, LV-4224","kauguruskola@beverina.lv","64230029","IVETA","RAMBOLA","Latviešu",115,"lauki"
251207,"4412900647","Vidzemes reģions","Kocēnu pamatskola","ALEJAS IELA 2, KOCĒNI, KOCĒNU PAGASTS, KOCĒNU NOVADS, LV-4220","kocenu.skola@inbox.lv","64220350","DAINIS","TRĒZIŅŠ","Latviešu",212,"lauki"
251209,"4412900636","Vidzemes reģions","Matīšu pamatskola","SKOLAS IELA 22, MATĪŠI, MATĪŠU PAGASTS, BURTNIEKU NOVADS, LV-4210","matisu.pamatskola@burtniekunovads.lv","26556110, 29488182","VENERANDA","LOGINA","Latviešu",80,"lauki"
251210,"4412900645","Vidzemes reģions","Rencēnu pamatskola","PARKA IELA 1, RENCĒNI, RENCĒNU PAGASTS, BURTNIEKU NOVADS, LV-4232","rencenu.pamatskola@burtniekunovads.lv","25427171","DINA","OLIŅA","Latviešu",87,"lauki"
251211,"4412900637","Vidzemes reģions","Rubenes pamatskola","VALMIERAS IELA 1, RUBENE, KOCĒNU PAGASTS, KOCĒNU NOVADS, LV-4227","ivars.adamsons@kocenunovads.lv","64248358","IVARS","ĀDAMSONS","Latviešu",115,"lauki"
251216,"4418000073","Vidzemes reģions","Sociālās korekcijas izglītības iestāde ""Naukšēni""","Naukšēnu muiža, NAUKŠĒNU PAGASTS, NAUKŠĒNU NOVADS, LV-4244","info@skiinaukseni.lv","64268154","DIDZIS","ČĀKURS","Latviešu",18,"lauki"
251306,"4413901013","Vidzemes reģions","Mazsalacas vidusskola","PARKA IELA 31, MAZSALACA, MAZSALACAS NOVADS, LV-4215","vidusskola@mazsalacasnovads.lv","64251270","ZAIGA","IVANA","Latviešu",243,"pilseta"
251308,"4413902802","Vidzemes reģions","Naukšēnu novada vidusskola","NAUKŠĒNU PAGASTS, NAUKŠĒNU NOVADS, LV-4244","skola@naukseni.lv","64268830, 64268750","AIGA","STIERE","Latviešu",193,"lauki"
251309,"4413900632","Vidzemes reģions","Burtnieku Ausekļa vidusskola","BURTNIEKU PAGASTS, BURTNIEKU NOVADS, LV-4206",,"29102355","INĀRA","STEPANOVA","Latviešu",79,"lauki"
251310,"4413903084","Vidzemes reģions","Rūjienas vidusskola","RĪGAS IELA 30, RŪJIENA, RŪJIENAS NOVADS, LV-4240","rv@rujienasvidusskola.lv","64263605, 64268136","VIDARS","ZVIEDRIS","Latviešu",490,"pilseta"
252201,"4422901174","Vidzemes reģions","Vaidavas internātpamatskola","SKOLAS IELA 5, VAIDAVA, VAIDAVAS PAGASTS, KOCĒNU NOVADS, LV-4228","vaidavas.sipsk@kocenunovads.lv","64284035  64284076","AIVARS","GAILIS","Latviešu",15,"lauki"
252202,"4422901173","Vidzemes reģions","Dauguļu internātpamatskola","DAUGUĻI, DIKĻU PAGASTS, KOCĒNU NOVADS, LV-4225","daugulu.skola@kocenunovads.lv","64234254","ANDA","SLOKA","Latviešu",36,"lauki"
011101,"4511900989","Zemgales reģions","Aizkraukles pagasta sākumskola","KALNA IELA 6, AIZKRAUKLE, AIZKRAUKLES PAGASTS, AIZKRAUKLES NOVADS, LV-5102","aps@aizkraukle.lv","65128285, 26113790","JANĪNA","ZOLOTORENKO","Latviešu",60,"lauki"
011102,"4511900990","Zemgales reģions","Aizkraukles pilsētas sākumskola","RŪPNIECĪBAS IELA 10, AIZKRAUKLE, AIZKRAUKLES NOVADS, LV-5101","sakumskolai@inbox.lv","65122301","ILGA","KRAVALE","Latviešu",346,"pilseta"
011103,"4511903092","Zemgales reģions","Pērses sākumskola","IRŠI, IRŠU PAGASTS, KOKNESES NOVADS, LV-5108","perses.sk@inbox.lv","65163511","GAĻINA","KRAUKLE","Latviešu",35,"lauki"
011201,"4512900987","Zemgales reģions","Bebru pamatskola","VECBEBRI, BEBRU PAGASTS, KOKNESES NOVADS, LV-5135","bebrupamatskola@koknese.lv","65164357","LIDIJA","DEGTJAREVA","Latviešu",81,"lauki"
011202,"4512900981","Zemgales reģions","Daudzeses pamatskola","DAUDZESE, DAUDZESES PAGASTS, JAUNJELGAVAS NOVADS, LV-5111","skola@daudzese.lv","65141136","VALDIS","PUIDA","Latviešu",72,"lauki"
011204,"4512900978","Zemgales reģions","Mazzalves pamatskola","SKOLAS IELA 1, ĒRBERĢE, MAZZALVES PAGASTS, NERETAS NOVADS, LV-5133","mazzalves.pamatskola@gmail.com","65175239","AIVARS","MIEZĪTIS","Latviešu",66,"lauki"
011206,"4512900985","Zemgales reģions","Sproģu pamatskola","SPROĢI, ZALVES PAGASTS, NERETAS NOVADS, LV-5112","sproguskola@tvnet.lv","65176215","SANTA","GLAZĪRINA","Latviešu",26,"lauki"
011208,"4512900983","Zemgales reģions","Seces pagasta pamatskola","SECE, SECES PAGASTS, JAUNJELGAVAS NOVADS, LV-5124","sarmastugle@inbox.lv","65129308","SARMA","STUGLE","Latviešu",99,"lauki"
011209,"4512900982","Zemgales reģions","Sunākstes pamatskola","SUNĀKSTE, SUNĀKSTES PAGASTS, JAUNJELGAVAS NOVADS, LV-5130","larisa_din@inbox.lv","65129526, 28346755","LARISA","DINVALDE","Latviešu",48,"lauki"
011301,"4513900975","Zemgales reģions","Andreja Upīša Skrīveru vidusskola","STACIJAS LAUKUMS 1, SKRĪVERI, SKRĪVERU NOVADS, LV-5125","admin@auv.skriveri.lv","65197626","ALDIS","RAKSTIŅŠ","Latviešu",355,"lauki"
011302,"4513901040","Zemgales reģions","Jaunjelgavas vidusskola","UZVARAS IELA 1, JAUNJELGAVA, JAUNJELGAVAS NOVADS, LV-5134","miliga63@inbox.lv","65133690 65133691","LAUMA","MĪLĪGA","Latviešu",199,"pilseta"
011303,"4513901334","Zemgales reģions","Ilmāra Gaiša Kokneses vidusskola","PARKA IELA 27, KOKNESE, KOKNESES PAGASTS, KOKNESES NOVADS, LV-5113","koknese@latnet.com.lv","65161134","MĀRIS","REINBERGS","Latviešu",383,"lauki"
011304,"4513900971","Zemgales reģions","Neretas Jāņa Jaunsudrabiņa vidusskola","DZIRNAVU IELA 4, NERETA, NERETAS PAGASTS, NERETAS NOVADS, LV-5118","grebska.laima@inbox.lv","65176504, 65176239","LAIMA","GREBSKA","Latviešu",179,"lauki"
011305,"4516902770","Zemgales reģions","Pļaviņu novada ģimnāzija","DAUGAVAS IELA 101, PĻAVIŅAS, PĻAVIŅU NOVADS, LV-5120","skola@png.edu.lv","65133844","RITA","POLE","Latviešu",432,"pilseta"
011306,"4513900974","Zemgales reģions","Aizkraukles 1. vidusskola","DRAUDZĪBAS KRASTMALA 5, AIZKRAUKLE, AIZKRAUKLES NOVADS, LV-5101","1.vidusskola@aizkraukle.lv","65122863","IRA","BAKUĻINA","LK",193,"pilseta"
011307,"4516900970","Zemgales reģions","Aizkraukles novada ģimnāzija","LĀČPLĒŠA IELA 21, AIZKRAUKLE, AIZKRAUKLES NOVADS, LV-5101","gimnazija@aizkraukle.lv","65122369","ALDIS","LABINSKIS","Latviešu",299,"pilseta"
011308,"4513901041","Zemgales reģions","Vecumnieku novada Domes Valles vidusskola","VALLE, VALLES PAGASTS, VECUMNIEKU NOVADS, LV-5106","valle.skola@vecumnieki.lv","65152856","GUNTA","KUPČIUNA","Latviešu",131,"lauki"
011310,"4513902997","Zemgales reģions","Vecbebru Profesionālā un vispārizglītojošā internātvidusskola","VECBEBRI, BEBRU PAGASTS, KOKNESES NOVADS, LV-5135","vecbebrupv@gmail.com","65164335","JĀNIS","BAKMANIS","Latviešu",113,"lauki"
011401,"4514900992","Zemgales reģions","Aizkraukles Vakara (maiņu) vidusskola","GAISMAS IELA 4a, AIZKRAUKLE, AIZKRAUKLES NOVADS, LV-5101","vakarskola@gmail.com","65121771","ANDRIS","ANTĀNS","Latviešu",154,"pilseta"
012201,"4524900991","Zemgales reģions","Kokneses internātpamatskola - attīstības centrs","BORMAŅI, KOKNESES PAGASTS, KOKNESES NOVADS, LV-5113","ksiac@inbox.lv","65129248","DAGMĀRA","ISAJEVA","Latviešu",72,"lauki"
041101,"4511902871","Zemgales reģions","Bauskas sākumskola","UZVARAS IELA 10, BAUSKA, BAUSKAS NOVADS, LV-3901","sakumskola@bauska.lv","63960871","LINUTA","ĢERĢE","Latviešu",410,"pilseta"
041201,"4512901315","Zemgales reģions","Bauskas pilsētas pamatskola","RĪGAS IELA 32, BAUSKA, BAUSKAS NOVADS, LV-3901","pamatskola@bauska.lv","63924332, 63929844","JĀNIS","RUMBA","Latviešu",294,"pilseta"
041202,"4512901297","Zemgales reģions","Iecavas internātpamatskola","SKOLAS IELA 19, IECAVA, IECAVAS NOVADS, LV-3913","internatskola@iecava.lv","63941259 63941183","AIJA","SEMJONOVA","Latviešu",205,"pilseta"
041205,"4512901308","Zemgales reģions","Codes pamatskola","VIRSAIŠI, CODE, CODES PAGASTS, BAUSKAS NOVADS, LV-3910","code.pamatskola@bauska.lv","63925405","LAILA","JURCIKA","Latviešu",122,"lauki"
041206,"4512901306","Zemgales reģions","Griķu pamatskola","VISBIJAS IELA 1, CERAUKSTE, CERAUKSTES PAGASTS, BAUSKAS NOVADS, LV-3908","griki.skola@bauska.lv","63900827","DAIGA","VĪLIPA","Latviešu",93,"lauki"
041209,"4512901311","Zemgales reģions","Mežgaļu pamatskola","MEŽGAĻU SKOLA, BRUNAVAS PAGASTS, BAUSKAS NOVADS, LV-3907","mezgali.skola@bauska.lv","63946148","SOLVITA","PUTELE","Latviešu",82,"lauki"
041210,"4512901310","Zemgales reģions","Mežotnes pamatskola","ZEMGAĻU IELA 7, MEŽOTNE, MEŽOTNES PAGASTS, BAUSKAS NOVADS, LV-3918","mezotne.skola@bauska.lv","63928936, 27738700","DAINA","LAPKOVSKA","Latviešu",79,"lauki"
041212,"4512901304","Zemgales reģions","Stelpes pamatskola","VECSTELPE, STELPES PAGASTS, VECUMNIEKU NOVADS, LV-3925","stelpesskola@inbox.lv","63945103","DAGMĀRA","VENCLOVA","Latviešu",58,"lauki"
041214,"4512901302","Zemgales reģions","Vecsaules pamatskola","VECSAULES PAGASTS, BAUSKAS NOVADS, LV-3932","Vecsaule.skola@bauska.lv","63946456","EGONS","BRAZAUSKIS","Latviešu",111,"lauki"
041215,"4512901305","Zemgales reģions","Dzimtmisas pamatskola","DZIMTMISA, IECAVAS NOVADS, LV-3913","skola@dzimtmisa.lv","63946975  63946129","JANA","ARĀJA","Latviešu",106,"lauki"
041217,"4512901312","Zemgales reģions","Ozolaines pamatskola","OZOLAINE, VECSAULES PAGASTS, BAUSKAS NOVADS, LV-3936","ozolaine.skola@bauska.lv","63945541","LILIJA","BULA","Latviešu",76,"lauki"
041302,"4513901295","Zemgales reģions","Bauskas 2. vidusskola","DĀRZA IELA 9, BAUSKA, BAUSKAS NOVADS, LV-3901","2.vidusskola@bauska.lv","63922473","VERA","GRIGORJEVA","Latviešu",581,"pilseta"
041303,"4513901291","Zemgales reģions","Iecavas vidusskola","SKOLAS IELA 37, IECAVA, IECAVAS NOVADS, LV-3913","iecava.skola@dot.lv","63960755, 63960752","AGRA","ZAĶE","Latviešu",710,"pilseta"
041304,"4513901324","Zemgales reģions","Pilsrundāles vidusskola","PILSRUNDĀLE, RUNDĀLES PAGASTS, RUNDĀLES NOVADS, LV-3921","pilsrundale.skola@rundale.lv","63962223","ANDA","LIŠKAUSKA","Latviešu",265,"lauki"
041305,"4513901289","Zemgales reģions","Skaistkalnes vidusskola","SKOLAS IELA 5, SKAISTKALNE, SKAISTKALNES PAGASTS, VECUMNIEKU NOVADS, LV-3924","skaistkalne.skola@vecumnieki.lv","63933101","SVETLANA","VĀVERNIECE","Latviešu",148,"lauki"
041306,"4513901290","Zemgales reģions","Vecumnieku vidusskola","RĪGAS IELA 24, VECUMNIEKI, VECUMNIEKU PAGASTS, VECUMNIEKU NOVADS, LV-3933","vecumnieki.skola@vecumnieki.lv","63960595","AIVARS","ĶIŅĶEVSKIS","Latviešu",339,"lauki"
041307,"4513901292","Zemgales reģions","Uzvaras vidusskola","SPORTA IELA 3, UZVARA, GAILĪŠU PAGASTS, BAUSKAS NOVADS, LV-3931","uzvara.skola@bauska.lv","63956505, 63956105","ELITA","BORKOVSKA","Latviešu",163,"lauki"
041308,"4513901293","Zemgales reģions","Misas vidusskola","MISA, VECUMNIEKU PAGASTS, VECUMNIEKU NOVADS, LV-3906","misa.skola@inbox.lv","63976873","RŪTA","KĀRKLIŅA","Latviešu",153,"lauki"
041309,"4513901010","Zemgales reģions","Mežotnes internātvidusskola","SKOLAS IELA 1, GAROZA, MEŽOTNES PAGASTS, BAUSKAS NOVADS, LV-3926","mezotne.internatskola@bauska.lv","63945211","DACE","PEŅĶE","Latviešu",38,"lauki"
041310,"4513901288","Zemgales reģions","Īslīces vidusskola","SKOLAS IELA 1, BĒRZI, ĪSLĪCES PAGASTS, BAUSKAS NOVADS, LV-3914","islicevsk@inbox.lv","63946604, 63946646","INESE","RĪNA","Latviešu",228,"lauki"
041311,"4519901296","Zemgales reģions","Bauskas Valsts ģimnāzija","UZVARAS IELA 10, BAUSKA, BAUSKAS NOVADS, LV-3901","gimnazija@bauska.lv","63922152","RAIMONDS","ŽABOVS","Latviešu",335,"pilseta"
041581,"4515802737","Zemgales reģions","Rīgas Tālmācības vidusskola","EDVARTA VIRZAS IELA 55, IECAVA, IECAVAS NOVADS, LV-3913","info@talmacibasvsk.lv","+371 26447772","EDGARS","GRĪNIS","Latviešu",322,"pilseta"
041582,"4515802999","Zemgales reģions","Rīgas 1. Tālmācības vidusskola","""Iklāvi"", IECAVA, IECAVAS NOVADS, LV-3913","info@r1tv.lv","26468184","GITA","VĀVERE","Latviešu",545,"pilseta"
041583,"4515802989","Zemgales reģions","Eiropas Tālmācības vidusskola","EDVARTA VIRZAS IELA 55, IECAVA, IECAVAS NOVADS, LV-3913","ru@sdo.lv","67278566, 25699906","AIJA","BĀRZDAINE","LK",252,"pilseta"
042201,"4520901298","Zemgales reģions","Pamūšas speciālā internātpamatskola","GAILĪŠU PAGASTS, BAUSKAS NOVADS, LV-3931","pamusa.skola@bauska.lv","63956235, 63956285","AELITA","NAUMANE","Latviešu",79,"lauki"
042202,"4522901299","Zemgales reģions","Zālītes speciālā internātpamatskola","""Brīviņi"", IECAVAS NOVADS, LV-3913","zalites.skola@inbox.lv","63941719, 63941729","JĀNIS","KĀRKLIŅŠ","Latviešu",44,"lauki"
071102,"4511900865","Zemgales reģions","Dobeles sākumskola","SKOLAS IELA 11, DOBELE, DOBELES NOVADS, LV-3701","dobeles.ssk@skolas.zemgale.lv","63722551","SARMĪTE","MARCINKEVIČA","Latviešu",138,"pilseta"
071103,"4511903050","Zemgales reģions","Lejasstrazdu sākumskola","""Stariņi"", LEJASSTRAZDI, DOBELES PAGASTS, DOBELES NOVADS, LV-3722","lejasstrazdu.psk@skolas.zemgale.lv","63700846","ANNA ELFRĪDA","IVAŠKEVIČA","Latviešu",53,"lauki"
071104,"4511903051","Zemgales reģions","Krimūnu sākumskola","KRIMŪNAS, KRIMŪNU PAGASTS, DOBELES NOVADS, LV-3719","krimunas@parks.lv","63754342","ANTONIJA","TABORE","Latviešu",45,"lauki"
071202,"4512900869","Zemgales reģions","Annenieku pamatskola","SKOLAS IELA 8, KAĶENIEKI, ANNENIEKU PAGASTS, DOBELES NOVADS, LV-3718","annenieku.psk@skolas.zemgale.lv","63754854","RAITIS","ČIVČS-VAIVADS","Latviešu",73,"lauki"
071206,"4512900867","Zemgales reģions","Bikstu pamatskola","Alejas, LĪVI, BIKSTU PAGASTS, DOBELES NOVADS, LV-3713","bikstu.psk@skolas.zemgale.lv","63754524","AIJA","DIDRIHSONE","Latviešu",70,"lauki"
071212,"4512900881","Zemgales reģions","Mežinieku pamatskola","JAUNBĒRZES PAGASTS, DOBELES NOVADS, LV-3717","mezinieku.psk@skolas.zemgale.lv","63739445","DAINA","PALELIONE","Latviešu",97,"lauki"
071213,"4512900878","Zemgales reģions","Penkules pamatskola","PENKULE, PENKULES PAGASTS, DOBELES NOVADS, LV-3725","penkules.skola@dobele.lv","28378213","DACE","MELBĀRDE","Latviešu",88,"lauki"
071219,"4512900882","Zemgales reģions","Dobeles Kristīgā pamatskola","DAINU IELA 8, DOBELE, DOBELES NOVADS, LV-3701","vivita@dkp.edu.lv","63721342","VIVITA","DOLOTOVA","Latviešu",227,"pilseta"
071221,"4512900874","Zemgales reģions","Gardenes pamatskola","PRIEŽU IELA 21, GARDENE, AURU PAGASTS, DOBELES NOVADS, LV-3704","gardenes.psk@dobele.lv","63724483, 63724956","EVITA","PIRAGA","Latviešu",113,"lauki"
071222,"4512903043","Zemgales reģions","Annas Brigaderes pamatskola","KROŅAUCE, TĒRVETES PAGASTS, TĒRVETES NOVADS, LV-3730","brigaderes.psk@skolas.zemgale.lv","63768519","ALDIS","TISENKOPFS","Latviešu",115,"lauki"
